#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
10198.000001160106,-320476.20749822725,58117.41148821887,-262358.7960100084,299.59787187327015,236.359701659964,0.992165040873866,432
10199.00000116031,-321048.32123101666,58044.93696477078,-263003.3842662459,299.22426244308275,236.95047219395096,0.9896913514755158,432
10200.000001160513,-320267.42442217865,57947.11783414136,-262320.3065880373,298.7200004222079,237.45820026602726,0.9875752144826798,432
10201.000001160717,-319871.0748877644,58041.87088889646,-261829.20399886795,299.2084566839578,237.95976986743872,0.9854936117522354,432
10202.00000116092,-320246.72202079464,58504.901915374096,-261741.82010542054,301.5954024647781,239.30843936452857,0.9799396698299342,432
10203.000001161125,-320211.11491112085,58789.43763572816,-261421.6772753927,303.06219690911223,237.42474615354504,0.9877143678474624,432
10204.000001161328,-320117.7936696671,58238.938132421696,-261878.8555372454,300.2243471936042,236.19255139197296,0.9928671826285322,432
10205.000001161532,-319984.34549477417,58126.16521732829,-261858.18027744588,299.64299774080246,236.42271636936985,0.9919005950850119,432
10206.000001161736,-320474.54477784433,58061.21238888567,-262413.33238895866,299.3081629868922,235.6289230737694,0.9952421375069245,432
10207.00000116194,-321231.21734248125,58816.28692578254,-262414.9304166987,303.20060620773063,235.3615734709766,0.9963726431634817,432
10208.000001162143,-320883.3144581546,58112.26953023125,-262771.04492792336,299.5713648484233,234.63525757810837,0.9994569250971459,432
10209.000001162347,-321223.3728499268,58192.66204936564,-263030.7108005612,299.98579190273347,235.20542364476552,0.9970341220216669,432
10210.00000116255,-320625.4200823058,58563.44196913717,-262061.97811316862,301.8971790765998,236.0620432989172,0.9934160942657089,432
10211.000001162754,-320548.2620889724,57691.09130502259,-262857.1707839498,297.40017214178573,236.30670691902674,0.9923875463202567,432
10212.000001162958,-320614.5182747119,57847.605020898365,-262766.9132538135,298.20700739123356,236.28388966505497,0.9924833783243553,432
10213.000001163162,-320827.64261798025,58071.39407048543,-262756.2485474948,299.3606500137791,237.70555871796776,0.9865475352077532,432
10214.000001163366,-321720.1104323338,58480.469272144255,-263239.6411601895,301.4694510893046,236.61615695413303,0.9910896875222736,432
10215.00000116357,-321746.37489022524,58363.8071102511,-263382.56777997414,300.86805239420937,236.94108774431373,0.9897305498633209,432
10216.000001163773,-320254.57589110755,58027.33834506897,-262227.2375460386,299.1335407664706,237.58535443755014,0.9870466705052472,432
10217.000001163977,-320253.8259547425,58716.667393042706,-261537.1585616998,302.6870630329471,238.20236481934762,0.9844899450777636,432
10218.00000116418,-321009.83923310507,57653.81873580575,-263356.0204972993,297.2080303699713,235.64285421328,0.9951832990706362,432
10219.000001164384,-320671.3798985677,58325.96596876506,-262345.4139298026,300.67297960675785,236.28621598815576,0.992473606967188,432
10220.000001164588,-320912.6067050947,57819.03904053883,-263093.56766455586,298.0597484768302,236.57321389941765,0.9912695913160194,432
10221.000001164792,-320921.0294753278,58161.88299541338,-262759.14647991443,299.8271244943573,236.95777535342503,0.9896608486833657,432
10222.000001164995,-320917.46610177634,58052.87212648359,-262864.59397529275,299.26516855884483,235.88060675880726,0.9941802180379415,432
